4,17
11517,16
760,19
30,82
0,30
61,23
24343,74
972822044,29
551,58
8,72
7,60
7399,03
3,53
0,45
656,72
0,82
0,86
980426,13
159874839,32
2811878,48
7,62
7546900,01
37984,19
681502,43
88,01
58,60
43521,24
33,50
4,38
2893,07
369,48
447,94
95565,22
282,37
0,91
0,59
3,11
594421496,81
0,29
1231855,22
21465,38
0,00
815444,73
435,06
0,57
74522439,89
17,00
16386,12
583448349,87
2,58
54687490,70
1,80
62511220,06
83793405,68
4271200,79
32855,52
3215469,32
5,55
8,45
69,10
1127449,47
43664577,32
15254,74
8304,66
21700,94
76780945,77
2,96
25,59
92318,68
15715273,90
90304,86
561915,60
68372402,11
0,45
668,75
0,68
29,50
13207,57
5996411,38
99155422,82
52031,99
566157925,80
168846,74
5036,34
987,26
30864,44
85465,44
827744999,90
582884,80
8958,08
8,10
0,34
4,09
1042,84
506629847,65
171812674,57
85,94
6085,64
344509,40
8,25
1424352,05
70011,35
262694,93
3037335,45
90694,78
0,07
8790914,47
49360,95
349,20
248,66
8991,88
2371422,98
5733,27
4856,54
632,71
63,12
667384,23
317396235,12
0,93
407090,87
62,48
36252592,47
38647,29
4,26
86,37
18782387,10
608170,32
5485,55
0,18
854,98
6,05
354375,96
0,61
606827,70
584,09
54714,60
569,32
36,67
124775,13
255825,99
9,69
28,36
9,14
1073,44
6922,79
63278406,85
0,45
23230243,78
26313,84
63408828,65
801292,25
0,38
991145044,02
0,39
37,76
371818,93
756,82
45316,99
2741953,41
0,75
0,71
7,12
717907962,95
5209,19
74375,63
645155,10
978,27
67425982,02
9,69
6,15
719064035,77
58752,27
466199073,70
0,36
3679706,16
52164,40
30137706,56
622,24
20,27
75,98
385179736,79
59,32
40993269,64
813607,97
4,45
0,98
5718,33
1,27
721568,86
339,32
224292,27
2212,45
0,33
65031577,43
6908,57
9674,77
4769198,75
556154,40
878,56
64275,11
0,02
75273,29
3967,11
972183382,45
607752,83
30997,92
93220818,05
783114,10
2384,31
632958900,40
0,27
9650006,15
32,33
302942205,27
9167,50
6619,47
0,25
20468040,14
633,35
344670,42
3083,79
6180809,20
94797,28
1,18
7144,21
236974771,09
54827,87
76,92
0,80
6067,78
871314,62
92542452,03
952369636,28
626903296,90
3,92
95877,39
26,96
58,44
8685,87
3817116,23
597558,72
0,65
375,57
5,51
167371712,00
84040,26
767701049,74
8434550,59
108,91
62688,41
512637746,17
193995,64
714424849,20
76961,47
11,82
45691970,63
601135,87
22,21
6348,02
0,46
53472,79
1031,70
13825,61
29459,24
46,36
502,37
4183,07
55072381,12
48679,82
721,91
81803629,67
3,08
0,01
6556914,26
667566113,58
5,61
46736,26
487427,68
817962,11
6584,81
62559,40
13248,92
41,95
229,53
5,44
204269,06
521,54
464,53
0,89
77374,35
82506907,60
338126,95
762514808,05
782,41
831,67
547110288,92
356284257,49
553987113,92
21,57
2793,23
39859,94
3,15
180882,98
0,44
5674,78
34784286,48
217648,33
9254,37
4598280,73
0,81
0,39
40889050,45
756,38
35464093,57
79110788,00
958826607,03
839365263,54
71956323,86
18031,91
1287631,34
1958,83
60,80
631652376,76
9,22
186,79
0,08
9724580,42
3643924,20
7584,68
300,64
76415,40
6465,45
523675684,28
0,45
1,54
0,29
599,82
18438455,57
0,94
354425912,48
60,92
800,60
51,98
7,43
499,76
6,80
518,69
512476884,02
9318109,58
25582,46
8277740,94
15,83
2442,45
5,80
0,98
84,10
1064748,83
301,82
5,74
76,24
7141980,17
59833758,21
4,76
365,25
533025,34
401,96
50386,32
0,72
9574,90
9093,52
7,05
98784638,02
0,77
57308,66
57758,66
104,00
1,96
6134,98
9,20
20500,32
0,02
317128,17
7832,86
0,23
165,62
951,77
3501458,53
31534,32
84,40
8,23
4545964,96
7608,13
6100,16
8298892,20
8,50
4586,78
688893633,38
652,67
0,70
8,60
3,13
226017,03
7,37
640,91
498401,74
607,51
7438,11
0,68
61436683,82
575,58
4741,29
8,37
21,23
0,32
6,04
75,94
75054505,12
258909755,06
0,40
1590492,20
809,91
48,25
559383222,34
6252857,76
941,65
463714,68
415,37
55955076,85
4,32
0,94
4134,79
93176,19
58792,34
20,30
2422843,68
52339,37
484950,29
9,13
220692,04
7407776,12
403,77
0,05
9,18
822,11
2941077,92
24296,10
36667,75
3911988,34
568967,91
5,14
418,57
4,22
97773,49
862155543,04
99514,06
645531438,72
703259,73
8863474,01
299,00
0,97
80,87
35,31
95256,43
3324,43
87113619,60
4,40
29097,22
44,35
92246447,07
9,99
93,83
437027,56
16108,24
9,50
6468,15
11,00
544182,99
38579346,10
0,45
316907,47
44,65
0,06
77,81
506085338,90
789,53
0,04
0,64
2671,71
44,10
360663686,90
988737185,05
486242880,71
90972554,05
0,42
430436445,65
1,92
17015696,66
30550847,21
4,41
75740978,24
0,57
0,14
306984,37
42,03
512220,23
864,72
9952261,50
24873322,23
79693909,42
36739899,95
0,29
1670,24
826384,80
12819420,20
9,84
0,39
0,17
0,99
0,98
77,79
948568667,56
391332,62
772,74
7654,04
2127372,68
86854,78
527834,41
2058,26
4,59
796463625,36
103673763,31
8,34
3,11
3648214,00
730379,57
817,37
69635,71
6755,82
722286,66
4,67
1048607,73
0,64
8989786,69
276,90
763363,46
757076,16
6,31
569004896,11
96272694,39
667,81
34643,06
859399609,43
8076,38
7082159,08
9031,58
25,66
8596,68
0,77
3,48
86,76
5043,15
4,40
4,70
29488,53
0,66
39274585,66
89,58
826,19
3,05
0,14
327623,96
419738847,85
443,89
2,43
22339905,46
577842,87
3026253,50
34143815,37
76496,58
31270,72
7163741,04
71060452,92
5,86
1888,82
28478995,76
78925,32
26146703,75
5594416,30
408833,47
43,48
75,12
17516,02
7,64
43734,59
2,06
70338,03
27960722,51
537338,98
38670386,67
755470,52
28483544,03
734,36
788973,30
293,79
85615307,62
166,38
6,00
93,54
0,84
3,49
70,11
446589,87
5699,71
9,67
224,67
5,47
96,86
67382553,99
746,36
40915836,23
8,99
488125155,65
1177352,31
899,14
2348648,57
33,49
340,93
2,14
96,22
3,71
0,32
541,34
0,53
51638,02
496704,12
4,09
25,57
4,06
6978,68
5,30
7,56
252588,60
62387925,05
7165,50
717698,61
22,30
632,82
18854,77
723647,62
80820,77
686530554,12
0,24
8219,20
0,27
96138261,33
97,95
9835,92
48994,35
711,26
0,24
248361168,11
67773,51
92,01
898460038,88
1635182,49
9400078,43
6527431,09
9,96
703,69
455394,12
85395817,33
85726330,20
0,16
197730,94
12,32
71537501,07
1,01
383832,89
31485146,77
2951,10
44097,62
0,06
18210656,87
353575,38
419,65
2,05
50116349,50
87699783,00
6,21
3205247,37
817349,92
19925760,27
998044130,57
96017962,33
1018,24
92708807,89
51,09
8,45
263868,51
4,20
552106990,52
1624099,58
932,76
473579,02
5393,79
1895209,91
292,26
50176,95
8614,40
80508552,71
386339,79
354864,38
2,97
771562,12
989,55
493438,99
148287,16
80975401,26
0,19
6721,71
4,00
2601458,73
9791220,28
162,19
1,29
12886,34
6140168,54
15887,06
4116204,38
0,42
52404610,53
9098901,26
360156,96
70,34
5,33
0,93
390338554,99
646712,33
9,20
233,49
46350833,41
2411872,95
5052,31
6970,14
6,19
0,63
6166467,65
9488652,57
52228585,77
2331922,38
3230267,20
174241,58
551,09
207,35
54401,78
515284,06
538971,14
97387,65
529,34
739,66
5124,45
8894225,11
55276,43
991254,13
0,61
464,68
331214,04
324982,92
64995109,22
0,18
89500,12
8040711,52
130936102,94
2179,59
748202815,27
14121501,87
774343856,53
308,99
451425215,23
64,06
2,96
363639533,92
826823604,51
69933,82
60671607,04
1661,89
2289530,56
0,52
66078459,37
9,90
0,31
403698,12
491,40
5821193,87
6510740,65
0,35
604853,05
2,32
909793396,14
705193,97
0,14
84349958,92
829995,36
6999940,15
776,73
78544,83
26928861,14
35633,95
948322310,70
90583,71
771288,42
777,20
79602,79
914717,13
810879689,19
51,85
23251159,35
4932,75
3003,51
0,91
314997,60
24998200,48
64,78
489239397,73
97005,26
4,47
279532,18
86600,26
27436132,94
13,28
786544,32
7751960,35
2855,19
39,72
656047,13
4899,18
6,25
60552,35
0,63
